Target;Target_Namespace;Target_Type;Target_Method;Job_Id;Job_AnalyzeLaunchVariance;Job_EvaluateOverhead;Job_MaxAbsoluteError;Job_MaxRelativeError;Job_MinInvokeCount;Job_MinIterationTime;Job_OutlierMode;Job_Affinity;Job_EnvironmentVariables;Job_Jit;Job_LargeAddressAware;Job_Platform;Job_PowerPlanMode;Job_Runtime;Job_AllowVeryLargeObjects;Job_Concurrent;Job_CpuGroups;Job_Force;Job_HeapAffinitizeMask;Job_HeapCount;Job_NoAffinitize;Job_RetainVm;Job_Server;Job_Arguments;Job_BuildConfiguration;Job_Clock;Job_EngineFactory;Job_NuGetReferences;Job_Toolchain;Job_IsMutator;Job_InvocationCount;Job_IterationCount;Job_IterationTime;Job_LaunchCount;Job_MaxIterationCount;Job_MaxWarmupIterationCount;Job_MemoryRandomization;Job_MinIterationCount;Job_MinWarmupIterationCount;Job_RunStrategy;Job_UnrollFactor;Job_WarmupCount;Job_Display;Params;Measurement_LaunchIndex;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Nanoseconds;Measurement_Operations;Measurement_Value;Gen_0;Gen_1;Gen_2;Allocated_Bytes
ContainsStringBenchmark.StringContainsOrdinal;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinal;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Result;21;658821700;4096;160845.14;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinal;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinal;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Result;22;672220200;4096;164116.26;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Jitting;1;334800;1;334800;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Jitting;1;1772200;1;1772200;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Jitting;2;529000;16;33062.5;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Jitting;2;6794000;16;424625;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;1;4059400;16;253712.5;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;2;8437800;32;263681.25;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;3;14783100;64;230985.94;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;4;30273600;128;236512.5;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;5;77856300;256;304126.17;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;6;109452000;512;213773.44;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;7;204134600;1024;199350.2;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;8;417829700;2048;204018.41;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Pilot;9;789474900;4096;192742.9;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;1;35300;4096;8.62;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;2;22500;4096;5.49;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;3;29600;4096;7.23;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;4;28600;4096;6.98;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;5;22200;4096;5.42;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;6;19600;4096;4.79;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;7;24500;4096;5.98;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Warmup;8;15000;4096;3.66;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;1;12800;4096;3.13;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;2;11800;4096;2.88;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;3;11800;4096;2.88;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;4;11600;4096;2.83;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;5;11600;4096;2.83;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;6;11500;4096;2.81;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;7;25900;4096;6.32;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;8;15200;4096;3.71;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;9;16300;4096;3.98;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;10;13700;4096;3.34;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;11;13700;4096;3.34;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;12;11400;4096;2.78;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;13;11400;4096;2.78;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;14;11600;4096;2.83;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;15;11400;4096;2.78;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;16;11300;4096;2.76;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;17;25800;4096;6.3;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;18;16300;4096;3.98;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;19;11800;4096;2.88;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Overhead;Actual;20;12000;4096;2.93;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;1;828615400;4096;202298.68;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;2;818188900;4096;199753.15;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;3;752650000;4096;183752.44;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;4;754491200;4096;184201.95;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;5;758594000;4096;185203.61;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;6;759021500;4096;185307.98;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;7;755115000;4096;184354.25;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;8;753330700;4096;183918.63;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;9;757171200;4096;184856.25;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Warmup;10;754645000;4096;184239.5;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Actual;1;754884900;4096;184298.07;0;0;0;0
ContainsStringBenchmark.StringContainsOrdinalIgnoreCase;Bnchmrk;ContainsStringBenchmark;StringContainsOrdinalIgnoreCase;DefaultJob;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;DefaultJob;;1;Workload;Actual;2;755199900;4096;184374.98;0;0;0;0
